Iteration,Fitness,Chromosome
0,22.59,[9.09, -6.41, 0.08, -3.69, 7.95, -1.1, 2.37, 1.02, -2.84, 0.03, 4.19]
100,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
200,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
300,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
400,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
500,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
600,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
700,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
800,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
900,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
1000,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
1100,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
1200,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
1300,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
1400,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
1500,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
1600,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
1700,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
1800,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
1900,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
2000,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
2100,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
2200,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
2300,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
2400,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
2500,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
2600,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
2700,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
2800,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
2900,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
3000,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
3100,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
3200,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
3300,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
3400,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
3500,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
3600,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
3700,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
3800,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
3900,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
4000,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
4100,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
4200,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
4300,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
4400,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
4500,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
4600,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
4700,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
4800,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
4900,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
5000,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
5100,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
5200,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
5300,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
5400,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
5500,6.9,[-3.08, -2.52, -9.39, 3.5, 1.15, 0.28, -1.0, -2.82, 3.62, -0.03, -0.45]
